pattern,nodes,size,strat_label,strat,load_balancing_algo,load_fraction,flowsize,seed,n_flows,fct_mean,fct_p50,fct_p99,fct_max,fct_min,new,rtx,rts,bounced,acks,nacks,pulls,sleek_pkts,rtx_rate_pct,rts_rate_pct,nack_rate_pct,bounced_rate_pct
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,20000,4,768,28.58578567708334,22.5658,130.614,358.116,12.9792,3840,159,0,0,2604,21,0,0,4.140625,0.0,0.546875,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,20000,5,768,34.31076289062499,21.176,356.779,2763.75,12.9792,3840,192,0,0,2490,8,0,0,5.0,0.0,0.20833333333333334,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,20000,5,768,27.848470442708322,22.664,130.946,930.814,12.9792,3840,151,0,0,2571,31,0,0,3.9322916666666665,0.0,0.8072916666666666,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,100000,1,768,117.5086833333333,72.5168,1050.06,10080.4,19.6182,19200,16640,15,0,17563,15580,0,0,86.66666666666667,0.078125,81.14583333333333,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,100000,1,768,82.66778072916667,74.5661,196.975,528.531,19.4816,19200,17439,13,0,18509,16976,0,0,90.828125,0.06770833333333333,88.41666666666667,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,100000,2,768,110.944339453125,73.1611,1046.99,6994.46,19.497,19200,16742,32,0,17541,15917,0,0,87.19791666666667,0.16666666666666666,82.90104166666667,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,100000,2,768,82.05241653645832,75.0462,199.787,536.26,19.4918,19200,17548,19,0,18498,17027,0,0,91.39583333333333,0.09895833333333333,88.68229166666667,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,100000,3,768,100.34034674479172,73.5238,593.654,4238.98,19.6638,19200,17355,20,0,17654,16579,0,0,90.390625,0.10416666666666667,86.34895833333333,0.0
tornado,1024,m,reps_dfp,reps_dfp,reps,0.75,100000,3,768,84.27463828124999,75.0915,241.26,256.891,19.6182,19200,17344,16,0,18412,16731,0,0,90.33333333333333,0.08333333333333333,87.140625,0.0
tornado,1024,m,fpar,fpar,oblivious,0.75,100000,4,768,147.3080721354166,73.2234,1165.84,9765.13,19.4867,19200,16876,20,0,17480,15583,0,0,87.89583333333333,0.10416666666666667,81.16145833333333,0.0
